[2023-01-18 20:38:49,854]:[INFO]:
[2023-01-18 20:45:36,733]:[INFO]:Dumping to db
[2023-01-18 20:45:36,887]:[INFO]:Remaining: 1190
[2023-01-18 20:45:41,800]:[INFO]:Dumping to db
[2023-01-18 20:45:41,938]:[INFO]:Remaining: 1189
[2023-01-18 20:45:46,092]:[INFO]:Dumping to db
[2023-01-18 20:45:46,214]:[INFO]:Remaining: 1188
[2023-01-18 20:45:49,342]:[INFO]:Dumping to db
[2023-01-18 20:45:49,466]:[INFO]:Remaining: 1187
[2023-01-18 20:45:52,755]:[INFO]:Dumping to db
[2023-01-18 20:45:52,888]:[INFO]:Remaining: 1186
[2023-01-18 20:45:57,068]:[INFO]:Dumping to db
[2023-01-18 20:45:57,197]:[INFO]:Remaining: 1185
[2023-01-18 20:46:01,211]:[INFO]:Dumping to db
[2023-01-18 20:46:01,334]:[INFO]:Remaining: 1184
[2023-01-18 20:46:04,942]:[INFO]:Dumping to db
[2023-01-18 20:46:05,075]:[INFO]:Remaining: 1183
[2023-01-18 20:46:08,171]:[INFO]:Dumping to db
[2023-01-18 20:46:08,303]:[INFO]:Remaining: 1182
[2023-01-18 20:46:13,697]:[INFO]:Dumping to db
[2023-01-18 20:46:13,876]:[INFO]:Remaining: 1181
[2023-01-18 20:46:16,865]:[INFO]:Dumping to db
[2023-01-18 20:46:16,987]:[INFO]:Remaining: 1180
[2023-01-18 20:46:22,035]:[INFO]:Dumping to db
[2023-01-18 20:46:22,160]:[INFO]:Remaining: 1179
[2023-01-18 20:46:27,716]:[INFO]:Dumping to db
[2023-01-18 20:46:27,844]:[INFO]:Remaining: 1178
[2023-01-18 20:46:33,249]:[INFO]:Dumping to db
[2023-01-18 20:46:33,377]:[INFO]:Remaining: 1177
[2023-01-18 20:46:37,727]:[INFO]:Dumping to db
[2023-01-18 20:46:37,850]:[INFO]:Remaining: 1176
[2023-01-18 20:46:43,159]:[INFO]:Dumping to db
[2023-01-18 20:46:43,297]:[INFO]:Remaining: 1175
[2023-01-18 20:46:48,273]:[INFO]:Dumping to db
[2023-01-18 20:46:48,403]:[INFO]:Remaining: 1174
[2023-01-18 20:46:52,897]:[INFO]:Dumping to db
[2023-01-18 20:46:53,211]:[INFO]:Remaining: 1173
[2023-01-18 20:46:58,149]:[INFO]:Dumping to db
[2023-01-18 20:46:58,272]:[INFO]:Remaining: 1172
[2023-01-18 20:47:01,258]:[INFO]:Dumping to db
[2023-01-18 20:47:01,387]:[INFO]:Remaining: 1171
[2023-01-18 20:47:04,479]:[INFO]:Dumping to db
[2023-01-18 20:47:04,619]:[INFO]:Remaining: 1170
[2023-01-18 20:47:04,619]:[INFO]:Enough batch acc. Switch account ...
[2023-01-18 20:47:04,619]:[INFO]:cook_flag_check: {'c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;': ('normal', datetime.datetime(2023, 1, 18, 20, 38, 49, 859774))}
[2023-01-18 20:47:04,620]:[INFO]:Remain 1 alive acc
[2023-01-18 20:47:04,620]:[INFO]:Cook_q: ['c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;']
[2023-01-18 20:47:04,621]:[INFO]:
=======
[2023-01-18 20:47:07,839]:[INFO]:Getting chrome driver
[2023-01-18 20:47:42,684]:[INFO]:Login oke c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;
[2023-01-18 20:47:54,076]:[INFO]:Queue: ['c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;'] '
 cook_flag_check {'c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;': ('normal', datetime.datetime(2023, 1, 18, 20, 38, 49, 859774))}
[2023-01-18 20:48:00,379]:[INFO]:Dumping to db
[2023-01-18 20:48:00,509]:[INFO]:Remaining: 1169
[2023-01-18 20:48:03,956]:[INFO]:Dumping to db
[2023-01-18 20:48:04,120]:[INFO]:Remaining: 1168
[2023-01-18 20:48:09,535]:[INFO]:Dumping to db
[2023-01-18 20:48:09,919]:[INFO]:Remaining: 1167
[2023-01-18 20:48:13,116]:[INFO]:Dumping to db
[2023-01-18 20:48:13,252]:[INFO]:Remaining: 1166
[2023-01-18 20:48:16,662]:[INFO]:Dumping to db
[2023-01-18 20:48:16,789]:[INFO]:Remaining: 1165
[2023-01-18 20:48:21,054]:[INFO]:Dumping to db
[2023-01-18 20:48:21,175]:[INFO]:Remaining: 1164
[2023-01-18 20:48:25,574]:[INFO]:Dumping to db
[2023-01-18 20:48:25,691]:[INFO]:Remaining: 1163
[2023-01-18 20:48:31,372]:[INFO]:Dumping to db
[2023-01-18 20:48:31,501]:[INFO]:Remaining: 1162
[2023-01-18 20:48:34,842]:[INFO]:Dumping to db
[2023-01-18 20:48:34,969]:[INFO]:Remaining: 1161
[2023-01-18 20:48:38,237]:[INFO]:Dumping to db
[2023-01-18 20:48:38,376]:[INFO]:Remaining: 1160
[2023-01-18 20:48:43,603]:[INFO]:Dumping to db
[2023-01-18 20:48:43,737]:[INFO]:Remaining: 1159
[2023-01-18 20:48:48,133]:[INFO]:Dumping to db
[2023-01-18 20:48:48,254]:[INFO]:Remaining: 1158
[2023-01-18 20:48:51,550]:[INFO]:Dumping to db
[2023-01-18 20:48:51,670]:[INFO]:Remaining: 1157
[2023-01-18 20:48:57,097]:[INFO]:Dumping to db
[2023-01-18 20:48:57,229]:[INFO]:Remaining: 1156
[2023-01-18 20:49:01,306]:[INFO]:Dumping to db
[2023-01-18 20:49:01,552]:[INFO]:Remaining: 1155
[2023-01-18 20:49:04,825]:[INFO]:Dumping to db
[2023-01-18 20:49:04,965]:[INFO]:Remaining: 1154
[2023-01-18 20:49:10,363]:[INFO]:Dumping to db
[2023-01-18 20:49:10,499]:[INFO]:Remaining: 1153
[2023-01-18 20:49:14,862]:[INFO]:Dumping to db
[2023-01-18 20:49:14,989]:[INFO]:Remaining: 1152
[2023-01-18 20:49:18,313]:[INFO]:Dumping to db
[2023-01-18 20:49:18,442]:[INFO]:Remaining: 1151
[2023-01-18 20:49:24,103]:[INFO]:Dumping to db
[2023-01-18 20:49:24,275]:[INFO]:Remaining: 1150
[2023-01-18 20:49:27,662]:[INFO]:Dumping to db
[2023-01-18 20:49:27,786]:[INFO]:Remaining: 1149
[2023-01-18 20:49:33,165]:[INFO]:Dumping to db
[2023-01-18 20:49:33,293]:[INFO]:Remaining: 1148
[2023-01-18 20:49:36,586]:[INFO]:Dumping to db
[2023-01-18 20:49:36,714]:[INFO]:Remaining: 1147
[2023-01-18 20:49:40,045]:[INFO]:Dumping to db
[2023-01-18 20:49:40,174]:[INFO]:Remaining: 1146
[2023-01-18 20:49:43,192]:[INFO]:Dumping to db
[2023-01-18 20:49:43,325]:[INFO]:Remaining: 1145
[2023-01-18 20:49:47,985]:[INFO]:Dumping to db
[2023-01-18 20:49:48,114]:[INFO]:Remaining: 1144
[2023-01-18 20:49:51,463]:[INFO]:Dumping to db
[2023-01-18 20:49:51,592]:[INFO]:Remaining: 1143
[2023-01-18 20:49:54,582]:[INFO]:Dumping to db
[2023-01-18 20:49:54,898]:[INFO]:Remaining: 1142
[2023-01-18 20:49:58,273]:[INFO]:Dumping to db
[2023-01-18 20:49:58,428]:[INFO]:Remaining: 1141
[2023-01-18 20:50:01,327]:[INFO]:Dumping to db
[2023-01-18 20:50:01,454]:[INFO]:Remaining: 1140
[2023-01-18 20:50:04,846]:[INFO]:Dumping to db
[2023-01-18 20:50:04,974]:[INFO]:Remaining: 1139
[2023-01-18 20:50:09,589]:[INFO]:Dumping to db
[2023-01-18 20:50:09,719]:[INFO]:Remaining: 1138
[2023-01-18 20:50:14,993]:[INFO]:Dumping to db
[2023-01-18 20:50:15,131]:[INFO]:Remaining: 1137
[2023-01-18 20:50:18,584]:[INFO]:Dumping to db
[2023-01-18 20:50:18,713]:[INFO]:Remaining: 1136
[2023-01-18 20:50:21,849]:[INFO]:Dumping to db
[2023-01-18 20:50:21,979]:[INFO]:Remaining: 1135
[2023-01-18 20:50:25,239]:[INFO]:Dumping to db
[2023-01-18 20:50:25,371]:[INFO]:Remaining: 1134
[2023-01-18 20:50:28,476]:[INFO]:Dumping to db
[2023-01-18 20:50:28,619]:[INFO]:Remaining: 1133
[2023-01-18 20:50:32,800]:[INFO]:Dumping to db
[2023-01-18 20:50:32,924]:[INFO]:Remaining: 1132
[2023-01-18 20:50:38,022]:[INFO]:Dumping to db
[2023-01-18 20:50:38,156]:[INFO]:Remaining: 1131
[2023-01-18 20:50:43,187]:[INFO]:Dumping to db
[2023-01-18 20:50:43,315]:[INFO]:Remaining: 1130
[2023-01-18 20:50:48,730]:[INFO]:Dumping to db
[2023-01-18 20:50:48,865]:[INFO]:Remaining: 1129
[2023-01-18 20:50:53,925]:[INFO]:Dumping to db
[2023-01-18 20:50:54,056]:[INFO]:Remaining: 1128
[2023-01-18 20:50:58,117]:[INFO]:Dumping to db
[2023-01-18 20:50:58,256]:[INFO]:Remaining: 1127
[2023-01-18 20:51:02,258]:[INFO]:Dumping to db
[2023-01-18 20:51:02,392]:[INFO]:Remaining: 1126
[2023-01-18 20:51:06,367]:[INFO]:Dumping to db
[2023-01-18 20:51:06,506]:[INFO]:Remaining: 1125
[2023-01-18 20:51:10,514]:[INFO]:Dumping to db
[2023-01-18 20:51:10,655]:[INFO]:Remaining: 1124
[2023-01-18 20:51:15,718]:[INFO]:Dumping to db
[2023-01-18 20:51:16,070]:[INFO]:Remaining: 1123
[2023-01-18 20:51:19,642]:[INFO]:Dumping to db
[2023-01-18 20:51:19,767]:[INFO]:Remaining: 1122
[2023-01-18 20:51:23,985]:[INFO]:Dumping to db
[2023-01-18 20:51:24,139]:[INFO]:Remaining: 1121
[2023-01-18 20:51:29,505]:[INFO]:Dumping to db
[2023-01-18 20:51:30,000]:[INFO]:Remaining: 1120
[2023-01-18 20:51:32,953]:[INFO]:Dumping to db
[2023-01-18 20:51:33,075]:[INFO]:Remaining: 1119
[2023-01-18 20:51:35,993]:[INFO]:Dumping to db
[2023-01-18 20:51:36,187]:[INFO]:Remaining: 1118
[2023-01-18 20:51:40,377]:[INFO]:Dumping to db
[2023-01-18 20:51:40,515]:[INFO]:Remaining: 1117
[2023-01-18 20:51:44,670]:[INFO]:Dumping to db
[2023-01-18 20:51:44,803]:[INFO]:Remaining: 1116
[2023-01-18 20:51:49,754]:[INFO]:Dumping to db
[2023-01-18 20:51:49,883]:[INFO]:Remaining: 1115
[2023-01-18 20:51:53,751]:[INFO]:Dumping to db
[2023-01-18 20:51:53,875]:[INFO]:Remaining: 1114
[2023-01-18 20:51:58,076]:[INFO]:Dumping to db
[2023-01-18 20:51:58,200]:[INFO]:Remaining: 1113
[2023-01-18 20:52:01,245]:[INFO]:Dumping to db
[2023-01-18 20:52:01,367]:[INFO]:Remaining: 1112
[2023-01-18 20:52:06,375]:[INFO]:Dumping to db
[2023-01-18 20:52:06,509]:[INFO]:Remaining: 1111
[2023-01-18 20:52:09,967]:[INFO]:Dumping to db
[2023-01-18 20:52:10,096]:[INFO]:Remaining: 1110
[2023-01-18 20:52:15,323]:[INFO]:Dumping to db
[2023-01-18 20:52:15,447]:[INFO]:Remaining: 1109
[2023-01-18 20:52:18,646]:[INFO]:Dumping to db
[2023-01-18 20:52:18,779]:[INFO]:Remaining: 1108
[2023-01-18 20:52:21,951]:[INFO]:Dumping to db
[2023-01-18 20:52:22,096]:[INFO]:Remaining: 1107
[2023-01-18 20:52:25,118]:[INFO]:Dumping to db
[2023-01-18 20:52:25,251]:[INFO]:Remaining: 1106
[2023-01-18 20:52:28,548]:[INFO]:Dumping to db
[2023-01-18 20:52:28,677]:[INFO]:Remaining: 1105
[2023-01-18 20:52:32,956]:[INFO]:Dumping to db
[2023-01-18 20:52:33,084]:[INFO]:Remaining: 1104
[2023-01-18 20:52:36,271]:[INFO]:Dumping to db
[2023-01-18 20:52:36,395]:[INFO]:Remaining: 1103
[2023-01-18 20:52:41,297]:[INFO]:Dumping to db
[2023-01-18 20:52:41,442]:[INFO]:Remaining: 1102
[2023-01-18 20:52:45,442]:[INFO]:Dumping to db
[2023-01-18 20:52:45,703]:[INFO]:Remaining: 1101
[2023-01-18 20:52:48,591]:[INFO]:Dumping to db
[2023-01-18 20:52:48,736]:[INFO]:Remaining: 1100
[2023-01-18 20:52:51,950]:[INFO]:Dumping to db
[2023-01-18 20:52:52,072]:[INFO]:Remaining: 1099
[2023-01-18 20:52:57,164]:[INFO]:Dumping to db
[2023-01-18 20:52:57,283]:[INFO]:Remaining: 1098
[2023-01-18 20:53:00,636]:[INFO]:Dumping to db
[2023-01-18 20:53:00,760]:[INFO]:Remaining: 1097
[2023-01-18 20:53:03,715]:[INFO]:Dumping to db
[2023-01-18 20:53:03,841]:[INFO]:Remaining: 1096
[2023-01-18 20:53:07,078]:[INFO]:Dumping to db
[2023-01-18 20:53:07,208]:[INFO]:Remaining: 1095
[2023-01-18 20:53:12,129]:[INFO]:Dumping to db
[2023-01-18 20:53:12,272]:[INFO]:Remaining: 1094
[2023-01-18 20:53:16,300]:[INFO]:Dumping to db
[2023-01-18 20:53:16,476]:[INFO]:Remaining: 1093
[2023-01-18 20:53:21,670]:[INFO]:Dumping to db
[2023-01-18 20:53:21,820]:[INFO]:Remaining: 1092
[2023-01-18 20:53:26,021]:[INFO]:Dumping to db
[2023-01-18 20:53:26,143]:[INFO]:Remaining: 1091
[2023-01-18 20:53:31,586]:[INFO]:Dumping to db
[2023-01-18 20:53:31,721]:[INFO]:Remaining: 1090
[2023-01-18 20:53:35,080]:[INFO]:Dumping to db
[2023-01-18 20:53:35,210]:[INFO]:Remaining: 1089
[2023-01-18 20:53:39,770]:[INFO]:Dumping to db
[2023-01-18 20:53:39,888]:[INFO]:Remaining: 1088
[2023-01-18 20:53:44,789]:[INFO]:Dumping to db
[2023-01-18 20:53:44,928]:[INFO]:Remaining: 1087
[2023-01-18 20:53:48,921]:[INFO]:Dumping to db
[2023-01-18 20:53:49,045]:[INFO]:Remaining: 1086
[2023-01-18 20:53:54,710]:[INFO]:Dumping to db
[2023-01-18 20:53:54,837]:[INFO]:Remaining: 1085
[2023-01-18 20:53:59,232]:[INFO]:Dumping to db
[2023-01-18 20:53:59,410]:[INFO]:Remaining: 1084
[2023-01-18 20:54:04,910]:[INFO]:Dumping to db
[2023-01-18 20:54:05,037]:[INFO]:Remaining: 1083
[2023-01-18 20:54:08,108]:[INFO]:Dumping to db
[2023-01-18 20:54:08,238]:[INFO]:Remaining: 1082
[2023-01-18 20:54:12,125]:[INFO]:Dumping to db
[2023-01-18 20:54:12,258]:[INFO]:Remaining: 1081
[2023-01-18 20:54:16,361]:[INFO]:Dumping to db
[2023-01-18 20:54:16,493]:[INFO]:Remaining: 1080
[2023-01-18 20:54:20,055]:[INFO]:Dumping to db
[2023-01-18 20:54:20,190]:[INFO]:Remaining: 1079
[2023-01-18 20:54:33,860]:[INFO]:Dumping to db
[2023-01-18 20:54:33,994]:[INFO]:Remaining: 1078
[2023-01-18 20:54:36,991]:[INFO]:Dumping to db
[2023-01-18 20:54:37,170]:[INFO]:Remaining: 1077
[2023-01-18 20:54:42,397]:[INFO]:Dumping to db
[2023-01-18 20:54:42,539]:[INFO]:Remaining: 1076
[2023-01-18 20:54:45,640]:[INFO]:Dumping to db
[2023-01-18 20:54:45,770]:[INFO]:Remaining: 1075
[2023-01-18 20:54:49,080]:[INFO]:Dumping to db
[2023-01-18 20:54:49,242]:[INFO]:Remaining: 1074
[2023-01-18 20:54:52,182]:[INFO]:Dumping to db
[2023-01-18 20:54:52,313]:[INFO]:Remaining: 1073
[2023-01-18 20:54:55,401]:[INFO]:Dumping to db
[2023-01-18 20:54:55,533]:[INFO]:Remaining: 1072
[2023-01-18 20:54:59,535]:[INFO]:Dumping to db
[2023-01-18 20:54:59,667]:[INFO]:Remaining: 1071
[2023-01-18 20:55:04,091]:[INFO]:Dumping to db
[2023-01-18 20:55:04,229]:[INFO]:Remaining: 1070
[2023-01-18 20:55:04,231]:[INFO]:Enough batch acc. Switch account ...
[2023-01-18 20:55:04,231]:[INFO]:cook_flag_check: {'c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;': ('normal', datetime.datetime(2023, 1, 18, 20, 38, 49, 859774))}
[2023-01-18 20:55:04,231]:[INFO]:Remain 1 alive acc
[2023-01-18 20:55:04,231]:[INFO]:Cook_q: ['c_user=100073030213935; xs=36%3Ah-DEnfxug0Ecww%3A2%3A1674014358%3A-1%3A6290;']
[2023-01-18 20:55:04,232]:[INFO]:
=======
[2023-01-18 20:55:07,454]:[INFO]:Getting chrome driver
